seed,model,epoch,train_mse,valid_rmse,valid_circular_rmse_deg,selection_metric,is_best
12345,resnet_cnn,1,0.1264598712397608,0.27507331973623644,42.84746922224486,0.27507331973623644,1
12345,resnet_cnn,2,0.06928870031143337,0.27125400528592625,41.31187315457358,0.27125400528592625,1
12345,resnet_cnn,3,0.06695571933349553,0.26895335770214346,39.6876658451549,0.26895335770214346,1
12345,resnet_cnn,4,0.06564083702662855,0.26579384055060873,39.55966044320683,0.26579384055060873,1
12345,resnet_cnn,5,0.06408013320027187,0.26306101580926056,39.135409844775744,0.26306101580926056,1
12345,resnet_cnn,6,0.06294705766794745,0.25998815003737114,38.395906152430946,0.25998815003737114,1
12345,resnet_cnn,7,0.061750694601785235,0.25631920066210295,38.740149078050784,0.25631920066210295,1
12345,resnet_cnn,8,0.060930073660075516,0.2542185155450738,38.2552428754223,0.2542185155450738,1
12345,resnet_cnn,9,0.059368232305902637,0.25119586601368005,38.184814778408516,0.25119586601368005,1
12345,resnet_cnn,10,0.0576744277728155,0.24982267461722,36.84636216581722,0.24982267461722,1
12345,resnet_cnn,11,0.0573908969252359,0.2480235368966026,37.470855482726094,0.2480235368966026,1
12345,resnet_cnn,12,0.055608655740744875,0.242421372728327,36.529747201192116,0.242421372728327,1
12345,resnet_cnn,13,0.05449949222143259,0.23959475854702206,36.552722324079,0.23959475854702206,1
12345,resnet_cnn,14,0.05265246392420318,0.23554305776565607,36.28088379448596,0.23554305776565607,1
12345,resnet_cnn,15,0.051911082290964985,0.23598554642314737,36.99289952264575,0.23598554642314737,0
12345,resnet_cnn,16,0.05082156488313872,0.23468956622794943,35.402962821318624,0.23468956622794943,1
12345,resnet_cnn,17,0.05015704838826419,0.2333821824192794,35.50915382614904,0.2333821824192794,1
12345,resnet_cnn,18,0.048640929552252854,0.22714502100024972,34.841071105832704,0.22714502100024972,1
12345,resnet_cnn,19,0.047921125734011916,0.22441530423326173,34.675309686388744,0.22441530423326173,1
12345,resnet_cnn,20,0.04737575418358882,0.22264324181121956,34.812765650747,0.22264324181121956,1
12345,resnet_cnn,21,0.04583532813655489,0.2189780313520463,33.810537759738494,0.2189780313520463,1
12345,resnet_cnn,22,0.04561266864121975,0.21841101397376636,33.924711559371666,0.21841101397376636,1
12345,resnet_cnn,23,0.04433188226681266,0.2138526182635443,32.759833862614826,0.2138526182635443,1
12345,resnet_cnn,24,0.043347473090872564,0.21315057104162222,32.579637680130155,0.21315057104162222,1
12345,resnet_cnn,25,0.04378891215997311,0.21562821748389205,32.848792703775054,0.21562821748389205,0
12345,resnet_cnn,26,0.042535312564413626,0.21177630052424662,33.0677348190913,0.21177630052424662,1
12345,resnet_cnn,27,0.04167771933106321,0.21347497188693154,32.641571741814765,0.21347497188693154,0
12345,resnet_cnn,28,0.04177443395819687,0.21384987126235364,32.734366061903025,0.21384987126235364,0
12345,resnet_cnn,29,0.040920838423599004,0.2087315745065314,31.93936147590792,0.2087315745065314,1
12345,resnet_cnn,30,0.04059720401926342,0.20538016144758617,32.42923494558252,0.20538016144758617,1
12345,resnet_cnn,31,0.03938214208957923,0.20495336042078546,31.718557595236106,0.20495336042078546,1
12345,resnet_cnn,32,0.039387546234974896,0.20317044539766096,31.343871289794482,0.20317044539766096,1
12345,resnet_cnn,33,0.03953027541221203,0.2044542079064983,31.92986062637212,0.2044542079064983,0
12345,resnet_cnn,34,0.03878086115575765,0.20169705717456943,31.43331506560793,0.20169705717456943,1
12345,resnet_cnn,35,0.03894384257005949,0.2003124538475596,30.965950244902643,0.2003124538475596,1
12345,resnet_cnn,36,0.03803090608413637,0.20227003887744271,31.15605278258286,0.20227003887744271,0
12345,resnet_cnn,37,0.03751320827870183,0.19978493861732463,30.748160549511454,0.19978493861732463,1
12345,resnet_cnn,38,0.038224248872693725,0.19805095276579607,30.722298204966503,0.19805095276579607,1
12345,resnet_cnn,39,0.03698496221408357,0.2018669717695426,31.953483980670967,0.2018669717695426,0
12345,resnet_cnn,40,0.038546680796828006,0.2044506359254376,32.09153823698618,0.2044506359254376,0
12345,resnet_cnn,41,0.03688539268217818,0.19864079628366266,30.646584841877075,0.19864079628366266,0
12345,resnet_cnn,42,0.03670815739173379,0.19877007824559706,30.812520734336317,0.19877007824559706,0
12345,resnet_cnn,43,0.037165047872784365,0.20063530699606194,31.08548005861193,0.20063530699606194,0
12345,resnet_cnn,44,0.0367038017614697,0.19681977631680217,30.281433133157996,0.19681977631680217,1
12345,resnet_cnn,45,0.03524780756546923,0.19479055575322468,30.26867312176045,0.19479055575322468,1
12345,resnet_cnn,46,0.03500094849371562,0.19508608385605383,30.079360508396032,0.19508608385605383,0
12345,resnet_cnn,47,0.035830685710239875,0.19310867845995788,29.923111000569058,0.19310867845995788,1
12345,resnet_cnn,48,0.034656316032882446,0.1990350592736015,30.2432725671314,0.1990350592736015,0
12345,resnet_cnn,49,0.03468184676610495,0.19209882501806988,29.77000367288323,0.19209882501806988,1
12345,resnet_cnn,50,0.03433719156377942,0.1961630523696489,29.433670096974556,0.1961630523696489,0
12345,resnet_cnn,51,0.03430728907096415,0.19151661608887569,29.6469325703234,0.19151661608887569,1
12345,resnet_cnn,52,0.034216381754463315,0.19382567891831257,30.160501913564904,0.19382567891831257,0
12345,resnet_cnn,53,0.03447923199284976,0.19418830262524706,29.200703858531053,0.19418830262524706,0
12345,resnet_cnn,54,0.03391207577864619,0.19278984178409034,29.835853156510254,0.19278984178409034,0
12345,resnet_cnn,55,0.0341911501819925,0.1912950038258389,29.326177707946517,0.1912950038258389,1
12345,resnet_cnn,56,0.03386864123680151,0.19328320424913942,29.563390543517688,0.19328320424913942,0
12345,resnet_cnn,57,0.03304267230550158,0.18930900977778586,29.18694763539135,0.18930900977778586,1
12345,resnet_cnn,58,0.03246808576866658,0.19318024615808282,29.859931833755997,0.19318024615808282,0
12345,resnet_cnn,59,0.0337529229747988,0.18947132901939231,29.147392643733927,0.18947132901939231,0
12345,resnet_cnn,60,0.032323179345061306,0.18849063636775967,29.355136725129622,0.18849063636775967,1
12345,resnet_cnn,61,0.0334307977481045,0.19017765137639248,29.477951329227587,0.19017765137639248,0
12345,resnet_cnn,62,0.032889788213510004,0.19012792103559376,28.621473510835273,0.19012792103559376,0
12345,resnet_cnn,63,0.032311396963368655,0.18989344529379226,29.22518693366173,0.18989344529379226,0
12345,resnet_cnn,64,0.03266299454327627,0.18896943482758957,28.966073978486794,0.18896943482758957,0
12345,resnet_cnn,65,0.0317124467334028,0.18626791396899567,28.82685054708772,0.18626791396899567,1
12345,resnet_cnn,66,0.031443772058018515,0.18888325674828926,28.70048765001116,0.18888325674828926,0
12345,resnet_cnn,67,0.03144546550157006,0.1871787683342097,28.518955890701008,0.1871787683342097,0
12345,resnet_cnn,68,0.031493803400120306,0.19112207428402878,29.632255938857117,0.19112207428402878,0
12345,resnet_cnn,69,0.03153502867713462,0.18821176207938747,28.676412744327244,0.18821176207938747,0
12345,resnet_cnn,70,0.032162034009422406,0.18772845227981702,28.72840869232616,0.18772845227981702,0
12345,resnet_cnn,71,0.03122747516816985,0.19087135215622245,28.09050149393188,0.19087135215622245,0
12345,resnet_cnn,72,0.030906582831285005,0.18964117928231122,28.57345840856994,0.18964117928231122,0
12345,resnet_cnn,73,0.031401987017615,0.18521837429186708,28.372254151318046,0.18521837429186708,1
12345,resnet_cnn,74,0.031211422266860078,0.18629870816921318,28.48903484274324,0.18629870816921318,0
12345,resnet_cnn,75,0.030993057156566285,0.1889590840835244,28.8005902809447,0.1889590840835244,0
12345,resnet_cnn,76,0.031543388051817015,0.19029768934219415,29.2271839871051,0.19029768934219415,0
12345,resnet_cnn,77,0.03070519436739947,0.1870493899755469,28.20953366487966,0.1870493899755469,0
12345,resnet_cnn,78,0.03064062952578358,0.18419714836426332,28.122602210962253,0.18419714836426332,1
12345,resnet_cnn,79,0.030124036445669883,0.18469316557143733,27.915191015097136,0.18469316557143733,0
12345,resnet_cnn,80,0.02998514429024826,0.18358237423281012,28.03281346853352,0.18358237423281012,1
12345,resnet_cnn,81,0.03046029507026185,0.18769131583457432,28.48701292274112,0.18769131583457432,0
12345,resnet_cnn,82,0.029809172140602067,0.18789952723895292,29.08204915981161,0.18789952723895292,0
12345,resnet_cnn,83,0.030219674337011764,0.18909360259350902,28.123116278183467,0.18909360259350902,0
12345,resnet_cnn,84,0.030426171266104474,0.18564729328452503,28.417800170399413,0.18564729328452503,0
12345,resnet_cnn,85,0.03018335617371719,0.1897384588254342,27.869112268743773,0.1897384588254342,0
12345,resnet_cnn,86,0.030991589931494708,0.18772527033788736,28.639485223756722,0.18772527033788736,0
12345,resnet_cnn,87,0.029712667865474728,0.186169226934297,28.411017152281367,0.186169226934297,0
12345,resnet_cnn,88,0.02953999020032349,0.1853602509442311,28.088795578029174,0.1853602509442311,0
12345,resnet_cnn,89,0.030035986064269306,0.18884392252833218,28.273997249145072,0.18884392252833218,0
12345,resnet_cnn,90,0.029692555172708784,0.18209023201720959,28.34368143951836,0.18209023201720959,1
12345,resnet_cnn,91,0.02910789639809126,0.1869943752088204,28.256264333777853,0.1869943752088204,0
12345,resnet_cnn,92,0.02893111934554548,0.18250407125079232,27.722658234742514,0.18250407125079232,0
12345,resnet_cnn,93,0.029600485407015414,0.18340080856886778,27.765519002554093,0.18340080856886778,0
12345,resnet_cnn,94,0.029060635761042872,0.18539402762766494,27.65655728242035,0.18539402762766494,0
12345,resnet_cnn,95,0.028761306351590042,0.18029716495144574,27.643759840572372,0.18029716495144574,1
12345,resnet_cnn,96,0.02893386063349508,0.18035111237393167,27.28261687751157,0.18035111237393167,0
12345,resnet_cnn,97,0.029089677834162747,0.1845590574802074,28.17429806900308,0.1845590574802074,0
12345,resnet_cnn,98,0.02856880031217914,0.18036331077987727,27.245620212513415,0.18036331077987727,0
12345,resnet_cnn,99,0.029087455385792865,0.18456693249512074,28.417542625387572,0.18456693249512074,0
12345,resnet_cnn,100,0.0286357850516147,0.1804561679835338,27.31767108590152,0.1804561679835338,0
12345,fno,1,0.33672213208138796,0.31472019258418243,49.59153360842927,0.31472019258418243,1
12345,fno,2,0.07703700068875821,0.25340336143648484,39.76290614029251,0.25340336143648484,1
12345,fno,3,0.05986374174301352,0.2380882849222212,37.672650382035606,0.2380882849222212,1
12345,fno,4,0.053615044965578694,0.22710063566839048,36.53386557966238,0.22710063566839048,1
12345,fno,5,0.04926145474659845,0.21906074523222965,35.146768423532826,0.21906074523222965,1
12345,fno,6,0.04590960496859829,0.21269725829119113,34.02298209175764,0.21269725829119113,1
12345,fno,7,0.043170524711228925,0.2076301887262495,33.52261364367604,0.2076301887262495,1
12345,fno,8,0.04118742573544057,0.20229840465887763,32.31406614302451,0.20229840465887763,1
12345,fno,9,0.0392629695181574,0.19954017095302753,31.86938064018321,0.19954017095302753,1
12345,fno,10,0.038053877987058206,0.19673225248812992,31.407017938733027,0.19673225248812992,1
12345,fno,11,0.03704992187755531,0.1953433188552223,30.909197967306586,0.1953433188552223,1
12345,fno,12,0.03580698881234856,0.19295082115917014,30.732825715716185,0.19295082115917014,1
12345,fno,13,0.03475756993077677,0.19214362633143006,30.27158497050717,0.19214362633143006,1
12345,fno,14,0.03417284296340606,0.19087997935123868,29.755684610996582,0.19087997935123868,1
12345,fno,15,0.03326252389273214,0.18961529215831857,29.58167184772405,0.18961529215831857,1
12345,fno,16,0.032660108077772636,0.18720933043249496,29.47110900797104,0.18720933043249496,1
12345,fno,17,0.032245482537904505,0.18670709320063256,29.110003846690965,0.18670709320063256,1
12345,fno,18,0.031381458560698225,0.1854768443286553,29.02077674091467,0.1854768443286553,1
12345,fno,19,0.031087048315508813,0.18436233313491304,28.66034281930605,0.18436233313491304,1
12345,fno,20,0.030510925925778646,0.1853484958129995,28.794985620344995,0.1853484958129995,0
12345,fno,21,0.030004483455035227,0.18510362368772476,28.360832633997177,0.18510362368772476,0
12345,fno,22,0.02941925909342992,0.1834651017109248,28.23424210707908,0.1834651017109248,1
12345,fno,23,0.029166425485390526,0.18338060414980661,28.22644109366673,0.18338060414980661,1
12345,fno,24,0.028314644149040075,0.18410640991779653,28.19233927647622,0.18410640991779653,0
12345,fno,25,0.028026605691135364,0.18359571938153021,28.01556441212519,0.18359571938153021,0
12345,fno,26,0.02811049659557441,0.18244999474200102,27.67749704062262,0.18244999474200102,1
12345,fno,27,0.027247077873806015,0.1809437397193519,27.695061544871383,0.1809437397193519,1
12345,fno,28,0.027018498035641773,0.1835901256896557,27.410863553889364,0.1835901256896557,0
12345,fno,29,0.026847633331506502,0.18503296296980298,27.834920776238413,0.18503296296980298,0
12345,fno,30,0.026517425756674904,0.18307735638122757,27.39751810067675,0.18307735638122757,0
12345,fno,31,0.02605036760333681,0.18093629537938816,27.342763595207412,0.18093629537938816,1
12345,fno,32,0.025805754029620303,0.18162001255415414,27.558058245265418,0.18162001255415414,0
12345,fno,33,0.025546438865127936,0.1851706578766298,27.518097453230563,0.1851706578766298,0
12345,fno,34,0.025941932474210894,0.18212097498419788,27.38715632550599,0.18212097498419788,0
12345,fno,35,0.025199142364001042,0.1810021462941961,27.28630847575886,0.1810021462941961,0
12345,fno,36,0.02494669216175149,0.18117072739593396,27.129754244323003,0.18117072739593396,0
12345,fno,37,0.024396569896353422,0.1790860765787962,26.985798913752504,0.1790860765787962,1
12345,fno,38,0.024128963513675977,0.18033342897999355,26.920286570432356,0.18033342897999355,0
12345,fno,39,0.02425122871505518,0.17989977964719867,26.985174913441384,0.17989977964719867,0
12345,fno,40,0.023775003066426936,0.1852866119673374,26.99394961232651,0.1852866119673374,0
12345,fno,41,0.023696142355310947,0.18245030965233758,27.003385326547757,0.18245030965233758,0
12345,fno,42,0.0232385249713259,0.17967934294911672,26.9180690928057,0.17967934294911672,0
12345,fno,43,0.023008756502701417,0.18016215533911242,26.68474249805041,0.18016215533911242,0
12345,fno,44,0.0231715988893506,0.18008879835686056,26.560430852134726,0.18008879835686056,0
12345,fno,45,0.0227735386912115,0.18072041289002205,26.633805409865378,0.18072041289002205,0
12345,fno,46,0.022541875051393417,0.1809707109097196,26.784826301852284,0.1809707109097196,0
12345,fno,47,0.02240080382321438,0.17980058326755108,26.39493263943709,0.17980058326755108,0
12345,fno,48,0.022081649601640784,0.18279607995031735,26.725682969738536,0.18279607995031735,0
12345,fno,49,0.022123346649055933,0.18151970238855827,26.589059920483216,0.18151970238855827,0
12345,fno,50,0.021906809156212202,0.18176180928053695,26.563027165228124,0.18176180928053695,0
12345,fno,51,0.021823469921040128,0.185227121677038,26.658798026572207,0.185227121677038,0
12345,fno,52,0.021819624682738833,0.18234630864416188,26.47599010417706,0.18234630864416188,0
12345,fno,53,0.0214064290062717,0.18223684695315515,26.295748339683552,0.18223684695315515,0
12345,fno,54,0.02158650809812865,0.18176054801762342,26.38071217411088,0.18176054801762342,0
12345,fno,55,0.0214911125047436,0.1806981203330761,26.20998134061477,0.1806981203330761,0
12345,fno,56,0.021177763844457277,0.18042849928017896,26.05181524918485,0.18042849928017896,0
12345,fno,57,0.020747340812263988,0.1828387488318928,26.3092996111181,0.1828387488318928,0
23456,resnet_cnn,1,0.1285457202842926,0.2777575756280712,43.25350653180754,0.2777575756280712,1
23456,resnet_cnn,2,0.06924345335241072,0.26975000768602886,41.24866587534716,0.26975000768602886,1
23456,resnet_cnn,3,0.06658537464710337,0.26852839841415266,40.60347801399266,0.26852839841415266,1
23456,resnet_cnn,4,0.06550344016285128,0.26569358018042444,39.21331047436859,0.26569358018042444,1
23456,resnet_cnn,5,0.06428468468487988,0.26253742909213407,38.956894712055835,0.26253742909213407,1
23456,resnet_cnn,6,0.06332790207144988,0.26064110425569653,39.37626799150499,0.26064110425569653,1
23456,resnet_cnn,7,0.06182202754809619,0.2568486219756624,38.27580973818652,0.2568486219756624,1
23456,resnet_cnn,8,0.06049223671103046,0.25357524581750995,37.90245463887595,0.25357524581750995,1
23456,resnet_cnn,9,0.05961280792879072,0.25405524357266485,37.83628084591027,0.25405524357266485,0
23456,resnet_cnn,10,0.058443566634707206,0.24877742969074004,38.653695879572076,0.24877742969074004,1
23456,resnet_cnn,11,0.057098243884071524,0.2480413325364637,38.50697519440446,0.2480413325364637,1
23456,resnet_cnn,12,0.05562903166469867,0.24182063730578862,36.40538302969295,0.24182063730578862,1
23456,resnet_cnn,13,0.053526334727405055,0.2451494390352578,35.90827074082151,0.2451494390352578,0
23456,resnet_cnn,14,0.05297033363667718,0.23821925190121412,35.56522877166009,0.23821925190121412,1
23456,resnet_cnn,15,0.051856298443754806,0.23217726043008532,35.53705613019477,0.23217726043008532,1
23456,resnet_cnn,16,0.05000098610700192,0.23003030175088174,35.12579358244021,0.23003030175088174,1
23456,resnet_cnn,17,0.048823563422817386,0.22710332901348868,35.5970298247986,0.22710332901348868,1
23456,resnet_cnn,18,0.04833316742249939,0.2289269887353303,34.71009861544517,0.2289269887353303,0
23456,resnet_cnn,19,0.047254476741572654,0.22172277219958655,34.49408085232988,0.22172277219958655,1
23456,resnet_cnn,20,0.04608406688465109,0.2242025933928178,33.55516745896833,0.2242025933928178,0
23456,resnet_cnn,21,0.04618789851121659,0.21968247452236883,33.786268505119416,0.21968247452236883,1
23456,resnet_cnn,22,0.044743815160508286,0.2163908507766842,33.15005187880844,0.2163908507766842,1
23456,resnet_cnn,23,0.04382579388445891,0.21410160395611263,33.2943099878876,0.21410160395611263,1
23456,resnet_cnn,24,0.04316368865850778,0.21388693739420997,32.519859450943954,0.21388693739420997,1
23456,resnet_cnn,25,0.043008919333962045,0.21304667493785995,32.55558840012454,0.21304667493785995,1
23456,resnet_cnn,26,0.042486702737799524,0.2165154509439301,32.85462620375704,0.2165154509439301,0
23456,resnet_cnn,27,0.041279799429532096,0.2158944015719265,32.26376379640533,0.2158944015719265,0
23456,resnet_cnn,28,0.04142848203760864,0.20920956762691942,31.859858685627355,0.20920956762691942,1
23456,resnet_cnn,29,0.04059769272115399,0.20729657516202565,32.08413378277889,0.20729657516202565,1
23456,resnet_cnn,30,0.04010679101494397,0.20641975591662912,32.05939625521479,0.20641975591662912,1
23456,resnet_cnn,31,0.04033436473014871,0.20680412185776093,31.264536328459965,0.20680412185776093,0
23456,resnet_cnn,32,0.038976259230479704,0.20585780624083677,31.23226819072178,0.20585780624083677,1
23456,resnet_cnn,33,0.03996498180313122,0.2075115647663991,31.963590569621143,0.2075115647663991,0
23456,resnet_cnn,34,0.0384281027853634,0.20779014031919144,32.153753015846696,0.20779014031919144,0
23456,resnet_cnn,35,0.038136328405127325,0.20286749778392568,31.372242823205085,0.20286749778392568,1
23456,resnet_cnn,36,0.03826088417511787,0.20276583569800677,30.849747974254885,0.20276583569800677,1
23456,resnet_cnn,37,0.03728825187904266,0.19843028252967918,30.626112453408698,0.19843028252967918,1
23456,resnet_cnn,38,0.036675393055680315,0.19868620294968198,30.709911052783426,0.19868620294968198,0
23456,resnet_cnn,39,0.036795627212473654,0.19832579182214471,30.481915733373757,0.19832579182214471,1
23456,resnet_cnn,40,0.035948739362169066,0.20092195894230827,30.511902131462655,0.20092195894230827,0
23456,resnet_cnn,41,0.037335196034099065,0.19748777285398508,30.3876588674898,0.19748777285398508,1
23456,resnet_cnn,42,0.03589906893362384,0.19729014445477236,30.87264489616311,0.19729014445477236,1
23456,resnet_cnn,43,0.03545995070225131,0.19751714750842206,30.099196902027813,0.19751714750842206,0
23456,resnet_cnn,44,0.035908309493549256,0.19650022300165113,30.589188261960917,0.19650022300165113,1
23456,resnet_cnn,45,0.035811386503949945,0.19364850598949618,30.22144101758176,0.19364850598949618,1
23456,resnet_cnn,46,0.03469796877562855,0.19208814761869833,29.812996775675227,0.19208814761869833,1
23456,resnet_cnn,47,0.034579604175259016,0.19475210490416578,30.177884904749934,0.19475210490416578,0
23456,resnet_cnn,48,0.0354754439444075,0.19522648311052276,30.117066947486684,0.19522648311052276,0
23456,resnet_cnn,49,0.03436137647923182,0.19333680042603932,29.754402345443157,0.19333680042603932,0
23456,resnet_cnn,50,0.03427534349661529,0.19929131096959735,29.973162493862006,0.19929131096959735,0
23456,resnet_cnn,51,0.03487455998060187,0.20368523268496033,30.207857826343393,0.20368523268496033,0
23456,resnet_cnn,52,0.03540493334913196,0.19355439086360715,30.168004062004975,0.19355439086360715,0
23456,resnet_cnn,53,0.03419554649587095,0.1940199993716446,29.52917879458621,0.1940199993716446,0
23456,resnet_cnn,54,0.03390510654906287,0.1935429583348044,29.607780879785494,0.1935429583348044,0
23456,resnet_cnn,55,0.03380614691334629,0.19253894245401085,29.42412339247118,0.19253894245401085,0
23456,resnet_cnn,56,0.033769212799133176,0.19754277158734165,30.146910986536742,0.19754277158734165,0
23456,resnet_cnn,57,0.03365879813141196,0.1923302985049418,29.579292727229863,0.1923302985049418,0
23456,resnet_cnn,58,0.03273993383848319,0.19085109063917735,28.865644055995727,0.19085109063917735,1
23456,resnet_cnn,59,0.032794739208082214,0.1942759816920068,28.774076541887187,0.1942759816920068,0
23456,resnet_cnn,60,0.03289094169843951,0.18926924888759217,29.201411244163058,0.18926924888759217,1
23456,resnet_cnn,61,0.032476660725264075,0.1888418982421358,28.914600354833258,0.1888418982421358,1
23456,resnet_cnn,62,0.031759587726091235,0.18777783339467125,28.63046274498742,0.18777783339467125,1
23456,resnet_cnn,63,0.03253704074706765,0.19884007628277903,29.625456940400955,0.19884007628277903,0
23456,resnet_cnn,64,0.033047168939363054,0.19206558663046192,29.541787565062922,0.19206558663046192,0
23456,resnet_cnn,65,0.03290410397841693,0.18666915026052225,29.030961207076246,0.18666915026052225,1
23456,resnet_cnn,66,0.031487675696393866,0.18846318853919514,28.83525612569049,0.18846318853919514,0
23456,resnet_cnn,67,0.03151830592602854,0.18785572313496293,28.785135065836702,0.18785572313496293,0
23456,resnet_cnn,68,0.03231426162550049,0.19056712613865387,29.353277532067093,0.19056712613865387,0
23456,resnet_cnn,69,0.031931476943974364,0.1890530085803342,28.553118722913354,0.1890530085803342,0
23456,resnet_cnn,70,0.03081974807283739,0.18521362293021681,28.573549275868466,0.18521362293021681,1
23456,resnet_cnn,71,0.031372568033037396,0.188400527650955,28.775252435563925,0.188400527650955,0
23456,resnet_cnn,72,0.03136550868043354,0.19006897472802292,29.223298613489938,0.19006897472802292,0
23456,resnet_cnn,73,0.03160811446770264,0.18810153830663193,28.943108237543893,0.18810153830663193,0
23456,resnet_cnn,74,0.031926861023779625,0.18671260847581547,29.163033934439813,0.18671260847581547,0
23456,resnet_cnn,75,0.03129228855281561,0.1851597403655743,28.304642364440415,0.1851597403655743,1
23456,resnet_cnn,76,0.030820740790190197,0.1867841050635329,28.72033830327026,0.1867841050635329,0
23456,resnet_cnn,77,0.031142620505751485,0.1842156621612346,28.390047226500368,0.1842156621612346,1
23456,resnet_cnn,78,0.030568235791730184,0.187991670621791,28.59186143604375,0.187991670621791,0
23456,resnet_cnn,79,0.03056606969857303,0.1852059947362535,28.545003520654014,0.1852059947362535,0
23456,resnet_cnn,80,0.030174104868459294,0.1863399610280475,28.354472869240453,0.1863399610280475,0
23456,resnet_cnn,81,0.030174113742082658,0.19602415060859626,29.794157164334447,0.19602415060859626,0
23456,resnet_cnn,82,0.03143785636047232,0.1842942049326468,28.205227945733856,0.1842942049326468,0
23456,resnet_cnn,83,0.030071872751026837,0.1840077565400599,28.238652936686737,0.1840077565400599,1
23456,resnet_cnn,84,0.030026403085811296,0.19163273791252555,28.219152174923035,0.19163273791252555,0
23456,resnet_cnn,85,0.0310247524430717,0.18782413873578033,29.269617090113666,0.18782413873578033,0
23456,resnet_cnn,86,0.03064399301425674,0.18268298270581815,28.16168238955367,0.18268298270581815,1
23456,resnet_cnn,87,0.029921421232812304,0.18732083415411005,28.20419759192998,0.18732083415411005,0
23456,resnet_cnn,88,0.029528578593783134,0.18630756863961398,28.584187115087083,0.18630756863961398,0
23456,resnet_cnn,89,0.03062312949421632,0.18809664877290147,28.548313080357108,0.18809664877290147,0
23456,resnet_cnn,90,0.02939647350487483,0.18446953863252902,28.042800412982483,0.18446953863252902,0
